"Priority","ID","Pattern_ID","Conditions","Impact","WCAG_SC","WCAG_Level","WCAG_Name","Rule_ID","Pages_Affected","Pct_Pages","Is_Template_Issue","Summary","Selector","Likely_Template","Drupal_File","Expected","Actual","Suggested_Fix","Drupal_Issue","Axe_URL","Instance_IDs","Affected_Page_Paths"
"75","DRUPAL-A11Y-075","DRU-324EA0B4","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","moderate","1.3.1","A","Info and Relationships","heading-order","2","0%","no","heading-order: Ensure the order of headings is semantically correct",".form-datetime-wrapper.form-item:nth-child(4) > h4","form-element.html.twig","See likely_template above","","","Heading levels must not skip. Audit the page heading hierarchy and adjust template markup.","","https://dequeuniversity.com/rules/axe/4.11/heading-order?application=playwright","INS-F8772D3C; INS-B696306F","/admin/form_style; /admin/form_style"
"76","DRUPAL-A11Y-076","DRU-314602B5","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","moderate","1.3.1","A","Info and Relationships","heading-order","2","0%","no","Admin Configuration page has heading-order violations (h3 appears before h2)",".layout-column.layout-column--half:nth-child(1) > .panel:nth-child(1) > .panel__title","unknown","core/modules/system/templates/system-admin-index.html.twig     core/themes/claro/templates (panel/section templates)","Heading levels increment by one: h1 → h2 → h3","Panel titles use <h3> but their section headings may be absent or at wrong level","Audit the heading hierarchy on /admin/config and adjust panel titles:  {# system-admin-index.html.twig — ensure section uses h2, panel uses h3 #} <h2 class=""system-admin-section__title"">{{ section.title }}</h2> <div class=""panel"">   <h3 class=""panel__title"">{{ panel.title }}</h3> </div>","https://www.drupal.org/project/drupal/issues/3318398","https://dequeuniversity.com/rules/axe/4.11/heading-order?application=playwright","INS-79516607; INS-5A88424C","/cd-navigation/config; /cd-navigation/config"
"77","DRUPAL-A11Y-077","DRU-50F1F471","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","moderate","1.3.1","A","Info and Relationships","heading-order","2","0%","no","heading-order: Ensure the order of headings is semantically correct","#edit-timestamp-wrapper > .form-datetime-wrapper.form-item > h4","form-element.html.twig","See likely_template above","","","Heading levels must not skip. Audit the page heading hierarchy and adjust template markup.","","https://dequeuniversity.com/rules/axe/4.11/heading-order?application=playwright","INS-1940F8CC; INS-9676EF18","/contact/textform; /contact/textform"
"78","DRUPAL-A11Y-078","DRU-ADD15A4D","olivero-dark::dark::desktop | olivero-dark::dark::mobile | olivero::light::desktop | olivero::light::mobile","moderate","1.3.1","A","Info and Relationships","page-has-heading-one","2","0%","no","Homepage has no <h1> heading — screen reader users cannot identify page topic","html","unknown","core/themes/olivero/templates/layout/page--front.html.twig     Site configuration (site name / front page node)","Every page contains exactly one <h1> that identifies the page","Olivero front page renders no <h1>; the site name in the header is not an <h1>","Option A — Make site name an h1 on the front page only:  {# page--front.html.twig #} {% if is_front %}   <h1 class=""site-name"">{{ site_name }}</h1> {% else %}   <div class=""site-name"">{{ site_name }}</div> {% endif %}  Option B — Ensure the promoted front page node has an h1 title rendered.","https://www.drupal.org/project/drupal/issues/new","https://dequeuniversity.com/rules/axe/4.11/page-has-heading-one?application=playwright","INS-C56E21D1; INS-13EEEC14","/; /"
"79","DRUPAL-A11Y-079","DRU-23F4C000","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","4","1%","YES","empty-heading: Ensure headings have discernible text","h3:nth-child(3)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-EBD6D1DE; INS-FF513257; INS-7B033AB7; INS-77B617FF","/dialog; /dialog; /tabs; /tabs"
"80","DRUPAL-A11Y-080","DRU-3A79F1C0","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","4","1%","YES","empty-heading: Ensure headings have discernible text","h3:nth-child(4)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-FD01376B; INS-5E2BEBF0; INS-5577EA5A; INS-C7957CDF","/dialog; /dialog; /tabs; /tabs"
"81","DRUPAL-A11Y-081","DRU-CEACF4BC","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","4","1%","YES","empty-heading: Ensure headings have discernible text","h3:nth-child(5)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-DE731FB7; INS-CC6C10C4; INS-3C95FFB2; INS-A8CCBEE6","/dialog; /dialog; /tabs; /tabs"
"82","DRUPAL-A11Y-082","DRU-D620CA23","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","4","1%","YES","empty-heading: Ensure headings have discernible text","h3:nth-child(6)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-7E1BB7BA; INS-2B805866; INS-BD7097D8; INS-1DD9AA40","/dialog; /dialog; /tabs; /tabs"
"83","DRUPAL-A11Y-083","DRU-EDB3860D","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-1C9FFF43; INS-23848B56","/autocomplete; /autocomplete"
"84","DRUPAL-A11Y-084","DRU-64DC1B5C","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","h3:nth-child(7)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-C4C1AE18; INS-8B44A1E8","/dialog; /dialog"
"85","DRUPAL-A11Y-085","DRU-85A6C08E","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","h3:nth-child(8)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-F632ECFD; INS-B71E15EB","/dialog; /dialog"
"86","DRUPAL-A11Y-086","DRU-37576A02","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-unlimited-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-721FFF91; INS-D0076929","/contact/field_cardinality_test; /contact/field_cardinality_test"
"87","DRUPAL-A11Y-087","DRU-4418E839","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-unlimited-disabled-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-E6BDA351; INS-9D803FB2","/contact/field_cardinality_test; /contact/field_cardinality_test"
"88","DRUPAL-A11Y-088","DRU-002D1F3E","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-unlimited-required-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-2FD4B698; INS-D76EB858","/contact/field_cardinality_test; /contact/field_cardinality_test"
"89","DRUPAL-A11Y-089","DRU-0E002DB2","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-unlimited-required-dis-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-3C7BA57A; INS-7872DF86","/contact/field_cardinality_test; /contact/field_cardinality_test"
"90","DRUPAL-A11Y-090","DRU-4F25E28D","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-limited-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-AF571ABF; INS-1617D470","/contact/field_cardinality_test; /contact/field_cardinality_test"
"91","DRUPAL-A11Y-091","DRU-0C1D464A","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-limited-disabled-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-2E3E0791; INS-238DF668","/contact/field_cardinality_test; /contact/field_cardinality_test"
"92","DRUPAL-A11Y-092","DRU-40AC4263","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-limited-required-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-03CA59E4; INS-53F8D1A9","/contact/field_cardinality_test; /contact/field_cardinality_test"
"93","DRUPAL-A11Y-093","DRU-2439CA80","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#multitext-limited-required-dis-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-7B45D9CE; INS-2CFB581E","/contact/field_cardinality_test; /contact/field_cardinality_test"
"94","DRUPAL-A11Y-094","DRU-E5751357","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-formatted-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-0CF998D8; INS-755D74AA","/contact/presuf_formatted; /contact/presuf_formatted"
"95","DRUPAL-A11Y-095","DRU-EE245D13","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-formatted-pre-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-DB5550DA; INS-207C4875","/contact/presuf_formatted; /contact/presuf_formatted"
"96","DRUPAL-A11Y-096","DRU-252A50D2","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-formatted-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-2A171D89; INS-1B6C288A","/contact/presuf_formatted; /contact/presuf_formatted"
"97","DRUPAL-A11Y-097","DRU-9EC31A47","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-formatted-pre-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-06AE9FC8; INS-706CE780","/contact/presuf_formatted; /contact/presuf_formatted"
"98","DRUPAL-A11Y-098","DRU-3E277CF3","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-number-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-3615154C; INS-57BF05B0","/contact/presuf_number; /contact/presuf_number"
"99","DRUPAL-A11Y-099","DRU-8DB2DC9B","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-number-pre-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-813BA53C; INS-476DADF5","/contact/presuf_number; /contact/presuf_number"
"100","DRUPAL-A11Y-100","DRU-327E6146","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-number-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-4D3CAB8C; INS-4274A02B","/contact/presuf_number; /contact/presuf_number"
"101","DRUPAL-A11Y-101","DRU-2F931E38","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-number-pre-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-66AD5BE9; INS-4E9A279F","/contact/presuf_number; /contact/presuf_number"
"102","DRUPAL-A11Y-102","DRU-E63E1EE7","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","#block-default-admin-content > h3","block.html.twig","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-93C0777E; INS-8004C104","/tabs/format/plain_text; /tabs/format/plain_text"
"103","DRUPAL-A11Y-103","DRU-869918A8","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","#block-default-admin-content > h3:nth-child(1)","block.html.twig","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-B35FCB9C; INS-B4B1CBE2","/tabs; /tabs"
"104","DRUPAL-A11Y-104","DRU-8420EC72","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","h3:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-E71175CB; INS-F4F655E7","/tabs; /tabs"
"105","DRUPAL-A11Y-105","DRU-DF0FFA94","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-text-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-69EC7EF3; INS-4DF72B52","/contact/presuf_text; /contact/presuf_text"
"106","DRUPAL-A11Y-106","DRU-40710F77","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-text-pre-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-F6B7667A; INS-E8E2410F","/contact/presuf_text; /contact/presuf_text"
"107","DRUPAL-A11Y-107","DRU-EC2967BA","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-text-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-28589058; INS-1A2C59B9","/contact/presuf_text; /contact/presuf_text"
"108","DRUPAL-A11Y-108","DRU-97ED56DC","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#presuf-text-pre-suf-m-values > thead > tr > th:nth-child(2)","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-C1FF2EA8; INS-24D788EB","/contact/presuf_text; /contact/presuf_text"
"109","DRUPAL-A11Y-109","DRU-412610AC","admin-dark::dark::desktop | admin-dark::dark::mobile | admin::light::desktop | admin::light::mobile | claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","h1","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-423F682C; INS-E27B1D6C","/; /"
"110","DRUPAL-A11Y-110","DRU-D23FC357","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","#block-claro-content > h3","block.html.twig","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-BFB35709; INS-A3011FB8","/tabs/format/plain_text; /tabs/format/plain_text"
"111","DRUPAL-A11Y-111","DRU-4267C801","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-table-header","2","0%","no","empty-table-header: Ensure table headers have discernible text","#edit-table-empty > thead > tr > .select-all","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-75B73110; INS-B21395D6","/table; /table"
"112","DRUPAL-A11Y-112","DRU-471C2411","claro-dark::dark::desktop | claro-dark::dark::mobile | claro::light::desktop | claro::light::mobile","minor","unknown","?","See axe docs","empty-heading","2","0%","no","empty-heading: Ensure headings have discernible text","#block-claro-content > h3:nth-child(1)","block.html.twig","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-heading?application=playwright","INS-A4B2A699; INS-33DF35E6","/tabs; /tabs"
