"Priority","ID","Pattern_ID","Conditions","Impact","Classification","WCAG_SC","WCAG_Level","WCAG_Name","Suggested_Issue_Tags","Rule_ID","Pages_Affected","Pct_Pages","Is_Template_Issue","Summary","Selector","Likely_Template","Drupal_File","Expected","Actual","Suggested_Fix","Drupal_Issue","Axe_URL","Instance_IDs","Affected_Page_Paths"
"62","DRUPAL-A11Y-062","DRU-F92CBCC7","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","2","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min",".js-form-item-imagefile-image-req-N > .is-single.has-meta.no-upload > .form-managed-file__main > .file.file--mime-image-png.file--image > .file__size","form-element.html.twig","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-BF0B27CE; INS-C2446ADB","/contact/imagefile_image; /contact/imagefile_image"
"63","DRUPAL-A11Y-063","DRU-6C4DFB1F","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","3","0%","YES","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-req-dis-N-alt--description","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-6400455A; INS-9BB4EC56; INS-DA50C430","/contact/imagefile_image; /contact/imagefile_image; /contact/imagefile_image"
"64","DRUPAL-A11Y-064","DRU-5E5C0D86","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","2","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min",".js-form-item-imagefile-image-plain-N > .is-single.no-upload.has-value > .form-managed-file__main > .file.file--mime-image-png.file--image > .file__size","form-element.html.twig","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-DEDF73B5; INS-4537462D","/contact/imagefile_image; /contact/imagefile_image"
"65","DRUPAL-A11Y-065","DRU-01429747","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","3","0%","YES","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-plain-dis-N--description","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-5746D4F5; INS-D0AAC97D; INS-A046CF75","/contact/imagefile_image; /contact/imagefile_image; /contact/imagefile_image"
"66","DRUPAL-A11Y-066","DRU-DB7EDA96","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","2","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-multi-dis > .gin-details__wrapper.details-wrapper > .gin-details__description.is-disabled > em","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-6A0CA6ED; INS-6915D506","/contact/imagefile_image; /contact/imagefile_image"
"67","DRUPAL-A11Y-067","DRU-7BEBE47D","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-multi-def-dis > .gin-details__wrapper.details-wrapper > .gin-details__description.is-disabled","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-40E92D5B","/contact/imagefile_image"
"68","DRUPAL-A11Y-068","DRU-E2BB2305","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-multi-def-dis-N--description","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-8B523DB7","/contact/imagefile_image"
"69","DRUPAL-A11Y-069","DRU-397BCC7E","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-limited-dis > .gin-details__wrapper.details-wrapper > .gin-details__description.is-disabled","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-78D488C9","/contact/imagefile_image"
"70","DRUPAL-A11Y-070","DRU-D3A5FBE6","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","2","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","#edit-imagefile-image-limited-dis-table > tbody > .odd.draggable[data-once=""claroTabledrag""] > .tabledrag-cell > .tabledrag-cell-content.js-tabledrag-cell-content > .tabledrag-cell-content__item > .has-meta.is-multiple.no-upload > .form-managed-file__main > .file.file--mime-image-png.file--image > .menu-item__link[type=""image/png""]","menu.html.twig","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-177A583C; INS-BBE3AAEB","/contact/imagefile_image; /contact/imagefile_image"
"71","DRUPAL-A11Y-071","DRU-46B445F5","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","input[value=""Single input""]","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-7E0107C0","/dropbutton"
"72","DRUPAL-A11Y-072","DRU-C5A32380","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min","input[value=""Multiple inputs""]","unknown","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-9B12400D","/dropbutton"
"73","DRUPAL-A11Y-073","DRU-57A3E114","admin-accent-dark_purple::dark::desktop | admin-accent-green::dark::desktop | admin-accent-light_blue::dark::desktop | admin-accent-neutral::dark::desktop | admin-accent-orange::dark::desktop | admin-accent-pink::dark::desktop | admin-accent-purple::dark::desktop | admin-accent-red::dark::desktop | admin-accent-teal::dark::desktop | admin-accent-yellow::dark::desktop | admin-dark::dark::desktop","serious","WCAG failure","1.4.3","AA","Contrast (Minimum)","Accessibility, wcag143","color-contrast","1","0%","no","color-contrast: Ensure the contrast between foreground and background colors meets WCAG 2 AA min",".toolbar-button--icon--shortcuts > .toolbar-button__label[data-toolbar-text=""""]","toolbar (admin theme)","See likely_template above","","","Check foreground/background color combinations. Ensure ratio ≥ 4.5:1 for normal text, ≥ 3:1 for large text (18pt or 14pt bold). Update the relevant CSS file.","","https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=playwright","INS-1026E203","/tabs"
"74","DRUPAL-A11Y-074","DRU-546CD707","admin::light::desktop | admin::light::mobile | admin::light::mobile-landscape | admin::light::tablet | claro::light::desktop | claro::light::mobile | claro::light::mobile-landscape | claro::light::tablet","serious","Best practice (Deque/axe)","","","","Accessibility","label-title-only","4","0%","YES","label-title-only: Ensure that every form element has a visible label and is not solely labeled usi","#edit-checkbox-hidden-label-value","unknown","See likely_template above","","","Replace title-only labels with aria-label or a visible/visually-hidden <label> element.","","https://dequeuniversity.com/rules/axe/4.11/label-title-only?application=playwright","INS-F6C861B6; INS-B4627DC9; INS-4F90EA44; INS-E95FF9C0","/contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio"
"75","DRUPAL-A11Y-075","DRU-9696BA88","admin::light::desktop | admin::light::mobile | admin::light::mobile-landscape | admin::light::tablet | claro::light::desktop | claro::light::mobile | claro::light::mobile-landscape | claro::light::tablet","serious","Best practice (Deque/axe)","","","","Accessibility","label-title-only","4","0%","YES","label-title-only: Ensure that every form element has a visible label and is not solely labeled usi","#edit-checkbox-hidden-label-disabled-value","unknown","See likely_template above","","","Replace title-only labels with aria-label or a visible/visually-hidden <label> element.","","https://dequeuniversity.com/rules/axe/4.11/label-title-only?application=playwright","INS-E665AD32; INS-95732264; INS-00DDD2B6; INS-1CB38A36","/contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio"
"76","DRUPAL-A11Y-076","DRU-D8FCA413","admin-dark::dark::desktop | admin-dark::dark::mobile | admin-dark::dark::mobile-landscape | admin-dark::dark::tablet | admin::light::desktop | admin::light::mobile | admin::light::mobile-landscape | admin::light::tablet","moderate","Best practice (Deque/axe)","","","","Accessibility","region","108","8%","YES","Local task tab headings (#primary-tabs-title) are outside any landmark region","#primary-tabs-title","unknown","core/themes/claro/templates/menu-local-tasks.html.twig     core/themes/olivero/templates/navigation/menu-local-tasks.html.twig","The <h2> heading is inside the <nav> it labels, or the <nav> itself is inside a landmark","<h2 id=""primary-tabs-title""> is a sibling of <nav>, and the nav may be outside main/aside/etc.","Move the heading inside the <nav> it labels:  {# Before #} <h2 id=""primary-tabs-title"" class=""visually-hidden"">{{ 'Primary tabs'|t }}</h2> <nav class=""tabs-wrapper"" aria-labelledby=""primary-tabs-title"">…</nav>  {# After — h2 moves inside nav #} <nav class=""tabs-wrapper"" aria-labelledby=""primary-tabs-title"">   <h2 id=""primary-tabs-title"" class=""visually-hidden"">{{ 'Primary tabs'|t }}</h2>   … </nav>","https://www.drupal.org/project/drupal/issues/3318396","https://dequeuniversity.com/rules/axe/4.11/region?application=playwright","INS-B57BA048; INS-64DAB861; INS-7C4ECF9A; INS-77E73DFA; INS-0CEAA7E5; INS-D365F8D8; INS-9DE0DE1F; INS-4D46CB5A; INS-AD67BC06; INS-76134119; INS-266B4171; INS-E801B818; INS-CF3A3147; INS-11A3A2B1; INS-0ED7584D; INS-EA207539; INS-D54AFCD9; INS-82AE2746; INS-688F2BFA; INS-CE01B6CA; INS-730561CB; INS-F717AC93; INS-CD0BF54C; INS-97722B50; INS-D4377534; INS-FEFDA2D7; INS-F717EBB5; INS-630748A0; INS-A42B925C; INS-ED1BF4E7; INS-FA94085D; INS-012B6059; INS-733B1078; INS-2006BEC6; INS-26A9D6E9; INS-5276BA81; INS-DA039B6D; INS-6A5B2690; INS-80B289D0; INS-D0D78524; INS-E4149477; INS-7034BF8F; INS-202B6424; INS-6BD09A82; INS-49476331; INS-3FA02227; INS-BA7181E5; INS-072A3145; INS-B71C2136; INS-D62E3F2C; INS-352A38FE; INS-FA89120C; INS-FE14D9D0; INS-E1EE601D; INS-8F2E6F4B; INS-570254A6; INS-86995EE4; INS-C1853C63; INS-537B0CC7; INS-D9A9D733; INS-A28D10A7; INS-4C2710FE; INS-16683573; INS-61CFA519; INS-D9CAB081; INS-329153C6; INS-466E28F7; INS-3BF23532; INS-AADE4701; INS-1A6266CB; INS-FCAA79EB; INS-F9379863; INS-DCEC8401; INS-DF516354; INS-269E96E5; INS-F26BD436; INS-8AEE45A1; INS-B36D3C2D; INS-2E821A5B; INS-180E448F; INS-B0FEF76E; INS-C51151AE; INS-AF97AD65; INS-ADAFFDA0; INS-EF2CC113; INS-5BFE8910; INS-F9D7BFA4; INS-3A7BDCF8; INS-A0CCA8E5; INS-266BEE80; INS-2D263D4D; INS-223795B0; INS-4CCD7F30; INS-6A7D17F7; INS-F306FAF0; INS-0F4A7346; INS-570D68D0; INS-A8EDBE5D; INS-06391A61; INS-44EEF002; INS-A87DF88C; INS-44732944; INS-28CA37BF; INS-345CE6F6; INS-242757E5; INS-D7F45578; INS-85AB893C; INS-3EB51932","/admin/appearance; /admin/appearance; /admin/appearance; /admin/appearance; /admin/content; /admin/content; /admin/content; /admin/content; /admin/modules; /admin/modules; /admin/modules; /admin/modules; /admin/people; /admin/people; /admin/people; /admin/people; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /admin/structure/types; /admin/structure/types; /admin/structure/types; /admin/structure/types; /admin; /admin; /admin; /admin; /buttons; /buttons; /buttons; /buttons; /contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio; /contact/checkbox_radio; /contact/field_cardinality_test; /contact/field_cardinality_test; /contact/field_cardinality_test; /contact/field_cardinality_test; /contact/imagefile_file; /contact/imagefile_file; /contact/imagefile_file; /contact/imagefile_file; /contact/imagefile_image; /contact/imagefile_image; /contact/imagefile_image; /contact/imagefile_image; /contact/presuf_formatted; /contact/presuf_formatted; /contact/presuf_formatted; /contact/presuf_formatted; /contact/presuf_number; /contact/presuf_number; /contact/presuf_number; /contact/presuf_number; /contact/presuf_text; /contact/presuf_text; /contact/presuf_text; /contact/presuf_text; /contact/select; /contact/select; /contact/select; /contact/select; /contact/textarea; /contact/textarea; /contact/textarea; /contact/textarea; /contact/textform; /contact/textform; /contact/textform; /contact/textform; /dropbutton; /dropbutton; /dropbutton; /dropbutton; /message; /message; /message; /message; /progress; /progress; /progress; /progress; /tabledrag; /tabledrag; /tabledrag; /tabledrag; /tabs/format/plain_text; /tabs/format/plain_text; /tabs/format/plain_text; /tabs/format/plain_text; /tabs; /tabs; /tabs; /tabs; /admin/structure/block; /admin/structure/block; /admin/structure/block; /admin/structure/block; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /admin/structure/types/manage/test_type/display/default; /tabs; /tabs; /tabs; /tabs"
"77","DRUPAL-A11Y-077","DRU-6488726D","admin::light::desktop | admin::light::mobile | admin::light::mobile-landscape | admin::light::tablet","moderate","Best practice (Deque/axe)","","","","Accessibility","region","20","1%","YES","region: Ensure all page content is contained by landmarks",".top-bar__actions","unknown","See likely_template above","","","Ensure all visible content is inside a landmark element (<main>, <nav>, <aside>, <header>, <footer>). Check page.html.twig and block placement.","","https://dequeuniversity.com/rules/axe/4.11/region?application=playwright","INS-91951104; INS-976DE620; INS-4FD02D10; INS-0C18D945; INS-09912040; INS-E4416323; INS-A557CCB0; INS-A6E729ED; INS-E6BB2021; INS-43F9F2A6; INS-88A0510B; INS-36BE1EA0; INS-5EC29ADE; INS-779FC4CA; INS-7F724F31; INS-5C060EE9; INS-D8583430; INS-D955295B; INS-5805F851; INS-CFB59AA2","/admin/config/content/formats; /admin/config/content/formats; /admin/config/content/formats; /admin/config/content/formats; /admin/content; /admin/content; /admin/content; /admin/content; /admin/people; /admin/people; /admin/people; /admin/people; /admin/structure/taxonomy; /admin/structure/taxonomy; /admin/structure/taxonomy; /admin/structure/taxonomy; /admin/structure/types; /admin/structure/types; /admin/structure/types; /admin/structure/types"
"78","DRUPAL-A11Y-078","DRU-EE349DA0","admin::light::desktop | admin::light::mobile | admin::light::mobile-landscape | admin::light::tablet","moderate","Best practice (Deque/axe)","","","","Accessibility","region","4","0%","YES","region: Ensure all page content is contained by landmarks",".toolbar-title__label","toolbar (admin theme)","See likely_template above","","","Ensure all visible content is inside a landmark element (<main>, <nav>, <aside>, <header>, <footer>). Check page.html.twig and block placement.","","https://dequeuniversity.com/rules/axe/4.11/region?application=playwright","INS-F3511025; INS-725071C4; INS-ADBF9E01; INS-B76964D5","/user/[id]/edit; /user/[id]/edit; /user/[id]/edit; /user/[id]/edit"
"79","DRUPAL-A11Y-079","DRU-1D23B830","claro::light::desktop | claro::light::mobile | claro::light::mobile-landscape | claro::light::tablet","minor","Best practice (Deque/axe)","","","","Accessibility","empty-table-header","4","0%","YES","empty-table-header: Ensure table headers have discernible text","#edit-table-empty > thead > tr > .select-all","unknown","See likely_template above","","","See axe documentation.","","https://dequeuniversity.com/rules/axe/4.11/empty-table-header?application=playwright","INS-18F20817; INS-AE9385D3; INS-3C7A0BE8; INS-FD083698","/table; /table; /table; /table"
